rank,r1_quota,r1_institute,r1_course,r1_remarks,r2_quota,r2_institute,r2_course,r2_remarks,r3_quota,r3_institute,r3_course,r3_alloted_category,r3_candidate_category,r3_option_no,r3_remarks
1990,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (PAEDIATRICS),Reported,-,-,-,-,AI,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (PAEDIATRICS),Open,General,5,Upgraded
1991,AI,"GOVT. MEDICAL COLLEGE, THIRUVANANTHAPURAM",M.D. (PSYCHIATRY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
1992,DU,Lady Hardinge Medical College,M.D. (PAEDIATRICS),Reported,DU,Maulana Azad Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
1993,AI,Maulana Azad Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
1994,AI,INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR,M.S. (E.N.T.),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
1995,AI,Government medical college patiala.,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
1997,AI,"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
1998,AD,"Kerala Institute of Medical Sciences,",(NBEMS) RADIO- DIAGNOSIS,Not Reported,AD,"Medical Trust Hospital,",(NBEMS) DERMATOLOGY and VENEREOLOGY and LEPROSY,Reported,-,-,-,-,-,-,No Upgradation
1999,AI,Government Medical College Srinagar,M.D. (RADIO- DIAGNOSIS),Seat Surrendered,-,-,-,-,AD,"Kerala Institute of Medical Sciences, ,PB NO.1, ANAYARA PO, TRIVANDRUM, Kerala, 695024",(NBEMS) RADIO- DIAGNOSIS,Open,OBC,15,Fresh Allotted in 3nd Round
2000,DU,University College of Medical Sciences,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,DU,Lady Hardinge Medical College,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,Did not fill up fresh choices.
2001,AI,SHIMOGA INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Not Reported,AI,"Karnataka Medical College and Research Institute, Hubballi",M.D. (GENERAL MEDICINE),Reported,AI,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.D. (GENERAL MEDICINE),OBC,OBC,5,Upgraded
2002,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2003,AI,"Grant Medical College, Maharashtra",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2004,AI,"Karnataka Medical College and Research Institute, Hubballi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,AI,"BELAGAVI INSTITUTE OF MEDICAL SCIENCES, BELAGAVI,BELAGAVI INSTITUTE OF MEDICAL SCIENCES, BELAGAVI, Karnataka, 590001",M.D. (GENERAL MEDICINE),Open,General,3,Upgraded
2005,AI,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",M.D. (GENERAL MEDICINE),Reported,AI,"Mahatma Gandhi Memorial Medical College, Indore",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,No Upgradation
2006,IP,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2007,AI,"Maharashtra Post Graduate Institute of Medical Education and Research, Nashik",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
2008,AI,"Government Medical College, Ratlam",M.D. (GENERAL MEDICINE),Reported,AI,"NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, JABALPUR",M.D. (GENERAL MEDICINE),Reported,AI,"Government Medical College Kota,Government Medical College Kota, Rajasthan, 324005",M.D. (GENERAL MEDICINE),Open,General,3,Upgraded
2009,AD,"M.I.O.T. Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,AD,"Apollo Hospital, ,NO. 21, OFF GREAMS LANE, GREAMS ROAD, CHENNAI, Tamil Nadu, 600006",(NBEMS) RADIO- DIAGNOSIS,Open,General,15,Upgraded
2010,IP,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,IP,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (RADIO- DIAGNOSIS),OBC,OBC,1,Upgraded
2011,AD,"Saifee Hospital,",(NBEMS) RADIO- DIAGNOSIS,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
2012,AI,"Dr.V.M.Govt.Medical College,Solapur, Maharasthtra",M.D. (GENERAL MEDICINE),Seat Surrendered,AI,"Grant Medical College, Maharashtra","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",Seat Surrendered,-,-,-,-,-,-,Not Allotted.
2013,AI,"Grant Medical College, Maharashtra",M.D. (PAEDIATRICS),Seat Surrendered,AI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
2015,AI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2016,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
2017,AI,"Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR",M.D. (GENERAL MEDICINE),Reported,AI,SHYAM SHAH MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,AI,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGE GWALIOR, Madhya Pradesh, 474009",M.D. (GENERAL MEDICINE),Open,General,4,Upgraded
2018,AI,SHYAM SHAH MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,AI,"Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR",M.D. (GENERAL MEDICINE),Reported,AD,"Apollo Hospital, ,Plotno- 251,Sainik school Road,Unit- 15 Apollo Hospitals , Bhubaneswar, Odisha, 751005",(NBEMS) RADIO- DIAGNOSIS,Open,General,5,Upgraded
2019,AI,Maulana Azad Medical College,M.D. (PAEDIATRICS),Not Reported,AI,"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,Not Allotted.
2020,AD,"Apollo Hospital, Parsik Hill Road,",(NBEMS) RADIO- DIAGNOSIS,Not Reported,AD,"Saifee Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-,No Upgradation
2021,AD,"Lilavati Hospital and Research Centre,",(NBEMS) GENERAL MEDICINE,Reported,AD,"Kokilaben Dhirubhai Ambani Hospital and Medical Research Institute,",(NBEMS) GENERAL MEDICINE,Reported,-,-,-,-,-,-,No Upgradation
2022,AI,"Maharashtra Post Graduate Institute of Medical Education and Research, Nashik",M.D. (GENERAL MEDICINE),Not Reported,AI,"Govt. Medical College, Bhavnagar","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",Reported,AI,"Indira Gandhi Institute of Medical Sciences, Patna,Indira Gandhi Institute of Medical Sciences, Patna, Bihar, 800014","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",Open,General,11,Upgraded
2023,DU,University College of Medical Sciences,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2025,AI,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (PAEDIATRICS),Seat Surrendered,-,-,-,-,AI,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (PAEDIATRICS),Open,General,1,Fresh Allotted in 3nd Round
2026,AI,"Grant Medical College, Maharashtra",M.D. (PAEDIATRICS),Not Reported,AI,Sanjay Gandhi Postgarduate Institute of Medical Sciences,M.D. IN NUCLEAR MEDICINE,Reported,-,-,-,-,-,-,Did not fill up fresh choices.
2027,AI,"GOVERNMENT VILLUPURAM MEDICAL COLLEGE, VILLUPURAM",M.D. (GENERAL MEDICINE),Not Reported,AI,"THANJAVUR MEDICAL COLLEGE, THANJAVUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,Did not fill up fresh choices.
2028,AI,KURNOOL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Seat Surrendered,AI,GUNTUR MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,AI,"Andhra Medical College,Andhra Medical College, Andhra Pradesh, 530002",M.D. (GENERAL MEDICINE),OBC,OBC,1,Upgraded
2029,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
2031,AI,STANLEY MEDICAL COLLEGE,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2032,AI,GANDHI MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2033,AI,RAICHUR INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2034,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,-,-,-,-,AI,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JLN Marg, Jaipur-302004, Rajasthan, 302004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,General,14,Fresh Allotted in 3nd Round
2035,AD,"Aadhar Health Institute, (A UNIT OF VLCOM HEALTHCARE P LTD.)",(NBEMS) RADIO- DIAGNOSIS,Not Reported,AI,"Govt. Medical College, Jammu",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,No Upgradation
2037,AI,"Dr. Sampurnanand Medical College (SNMC), JODHPUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,AI,"Ravindra Nath Tagore Medical College, Udaipur,Ravindra Nath Tagore Medical College, Udaipur, Rajasthan, 313001",M.D. (GENERAL MEDICINE),OBC,OBC,31,Upgraded
2038,AI,Government Medical College Kota,M.D. (GENERAL MEDICINE),Not Reported,AI,Government medical college patiala.,M.D. (GENERAL MEDICINE),Reported,AI,"Sher-i-Kashmir Institute of Medical Sciences, Srinagar,J&K ,SKIMS, SOURA, SRINAGAR-190011, Jammu And Kashmir, 190011",M.D. (RADIO- DIAGNOSIS),EWS,EWS,20,Upgraded
2039,AI,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18",M.D. (GENERAL MEDICINE),Not Reported,AI,"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),Seat Surrendered,-,-,-,-,-,-,Not Allotted.
2040,AI,"MEDICAL COLLEGE, KOLKATA",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2041,-,-,-,-,AI,"Chamarajanagar Institute of Medical Sciences, Karnataka",M.D. (GENERAL MEDICINE),Reported,AI,"HASSAN INSTITUTE OF MEDICAL SCIENCES, HASSAN,HASSAN INSTITUTE OF MEDICAL SCIENCES, HASSAN, Karnataka, 573201",M.D. (GENERAL MEDICINE),Open,General,27,Upgraded
2042,-,-,-,-,AI,"Burdwan Medical College, West Bengal",M.D. (PAEDIATRICS),Seat Surrendered,AI,"Midnapore Medical College and Hospital,Midnapore Medical College and Hospital, West Bengal, 721101",M.D. (GENERAL MEDICINE),Open,General,6,Fresh Allotted in 3nd Round
2043,AI,"PATNA MEDICAL COLLEGE, PATNA",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2044,AI,"B.J.Government Medical College, Pune",M.S. (GENERAL SURGERY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
2045,AI,Bangalore Medical College and Research Institute,M.D. (PAEDIATRICS),Seat Surrendered,AI,"S.V. Medical College, Tirupathi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,No Upgradation
2047,AD,"GMERS Medical College and General Hospital ,",(NBEMS) GENERAL MEDICINE,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
2048,AI,KURNOOL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2049,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,AI,"JAWAHAR LAL NEHRU MEDICAL COLLEGE, AJMER,NEAR PATEL STADIUM, AJMER, Rajasthan, 305001",M.D. (GENERAL MEDICINE),Open,General,44,Upgraded
2050,IP,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2051,AI,IPGME&R and SSKM Hospital Kolkata,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
2052,AI,"Government Medical College, Surat",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
2053,AD,"Wockhardt Hospital,",(NBEMS) RADIO- DIAGNOSIS,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
2054,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (PAEDIATRICS),Reported,AI,"Sarojini Naidu Medical College, AGRA",M.D. (GENERAL MEDICINE),Seat Surrendered,AI,"Government medical college patiala.,Government medical college patiala., Punjab, 147001",M.D. (GENERAL MEDICINE),Open,General,9,Fresh Allotted in 3nd Round
2055,AD,"Sir Hurkisondas Nurrotumdas Hospital and Research Centre,",(NBEMS) NUCLEAR MEDICINE,Not Reported,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (PAEDIATRICS),Reported,AD,"Apollo Hospital International, ,Plot 1A, GIDC Estate, Bhat Gandhinagar, Gujarat, 382428",(NBEMS) RADIO- DIAGNOSIS,Open,General,28,Upgraded
2057,AI,Maulana Azad Medical College,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,AI,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JLN Marg, Jaipur-302004, Rajasthan, 302004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,OBC,1,Upgraded
2058,AI,MADRAS MEDICAL COLLEGE,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
2060,-,-,-,-,AI,SHYAM SHAH MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
2061,AI,"GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA)",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
2062,AI,"Regional Institute of Medical Sciences, Imphal",M.D. (GENERAL MEDICINE),Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2063,AI,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",M.D. (PSYCHIATRY),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2065,AI,MADRAS MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2066,AI,"Grant Medical College, Maharashtra",M.S. (ORTHOPAEDICS),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2067,IP,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2068,AI,SHIMOGA INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Reported,AI,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
2069,AI,MADRAS MEDICAL COLLEGE,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
2070,AI,"JAWAHAR LAL NEHRU MEDICAL COLLEGE, AJMER",M.D. (GENERAL MEDICINE),Not Reported,AI,"Dr. Sampurnanand Medical College (SNMC), JODHPUR",M.D. (GENERAL MEDICINE),Reported,AI,"Sardar Patel Medical College, Bikaner,Sardar Patel Medical College, Bikaner, Rajasthan, 334003",M.D. (GENERAL MEDICINE),OBC,OBC,1,Upgraded
2071,AD,"G Kuppuswamy Naidu Memorial Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,AD,"M.I.O.T. Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-,No Upgradation
2072,AD,"P.D. Hinduja National Hospital and Medical Research Centre,",(NBEMS) Respiratory Medicine,Not Reported,AI,"Sarojini Naidu Medical College, AGRA",M.D. (GENERAL MEDICINE),Reported,AD,"Deenanath Mangeshkar Hospital and Research Centre.,,8 13 2 Erandawane near Mhatre Bridge, Maharashtra, 411004",(NBEMS) GENERAL MEDICINE,Open,General,30,Upgraded
2073,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (PAEDIATRICS),Not Reported,-,-,-,-,AI,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGE GWALIOR, Madhya Pradesh, 474009",M.D. (GENERAL MEDICINE),Open,General,5,Fresh Allotted in 3nd Round
2074,AI,"Government Mohan Kumaramangalam Medical College, Salem",M.D. (GENERAL MEDICINE),Reported,AI,"THANJAVUR MEDICAL COLLEGE, THANJAVUR",M.D. (GENERAL MEDICINE),Seat Surrendered,-,-,-,-,-,-,Did not fill up fresh choices.
2076,AI,"Government Medical College, Jalgaon",M.D. (GENERAL MEDICINE),Reported,AI,"Maharashtra Post Graduate Institute of Medical Education and Research, Nashik",M.D. (GENERAL MEDICINE),Seat Surrendered,-,-,-,-,-,-,Not Allotted.
2077,AD,"Mata Chanan Devi Hospital,,",(NBEMS) RADIO- DIAGNOSIS,Not Reported,AD,"Jupiter Lifeline Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,AD,"Metro Heart Institute with Multispecialty, ,SECTOR 16A, Faridabad, Haryana, Haryana, 121002",(NBEMS) RADIO- DIAGNOSIS,Open,EWS,63,Upgraded
2078,AI,"Government Medical College, Cuddalore District",M.D. (GENERAL MEDICINE),Not Reported,AI,Government Kilpauk Medical College,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
2079,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,AI,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,OBC,2,Upgraded
2080,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2081,AI,"ESIC Medical College, Hyderbad",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,AI,Rangaraya Medical College,M.D. (GENERAL MEDICINE),Not Reported,AI,"GUNTUR MEDICAL COLLEGE,GUNTUR MEDICAL COLLEGE, Andhra Pradesh, 522004",M.D. (GENERAL MEDICINE),EWS,EWS,2,Fresh Allotted in 3nd Round
2082,AI,MADRAS MEDICAL COLLEGE,M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2084,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2085,-,-,-,-,AI,"Rajendra Institute of Medical Sciences, Ranchi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,Did not fill up fresh choices.
2086,AI,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",M.D. (PSYCHIATRY),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
2087,AI,IPGME&R and SSKM Hospital Kolkata,M.D. (PAEDIATRICS),Not Reported,AI,North Bengal Medical College,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,Not Allotted.
2088,AI,KING GEORGES MEDICAL UNIVERSITY,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2089,AI,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2090,AI,GANDHI MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2091,AI,"Koppal Institute of Medical Sciences Koppal, Karnataka",M.D. (GENERAL MEDICINE),Not Reported,AI,"Koppal Institute of Medical Sciences Koppal, Karnataka",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,No Upgradation
2092,AI,"Government Medical College, Jalgaon",M.D. (GENERAL MEDICINE),Reported,AI,"Government Medical College, Latur",M.D. (GENERAL MEDICINE),Reported,AI,"INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR,INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR, Maharashtra, 440018",M.D. (GENERAL MEDICINE),Open,General,9,Upgraded
2093,AD,"Jehangir Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2094,AI,SHYAM SHAH MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,AI,Baba Raghav Das Medical College,M.D. (GENERAL MEDICINE),Reported,AI,"JAWAHAR LAL NEHRU MEDICAL COLLEGE, AJMER,NEAR PATEL STADIUM, AJMER, Rajasthan, 305001",M.D. (GENERAL MEDICINE),Open,General,34,Upgraded
2095,-,-,-,-,-,-,-,-,AI,"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",EWS,EWS,2,Fresh Allotted in 3nd Round
2096,AI,Moti Lal Nehru Medical College,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
2097,AI,"Government Mohan Kumaramangalam Medical College, Salem",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2098,AI,GANDHI MEDICAL COLLEGE,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",Seat Surrendered,-,-,-,-,AI,"MANDYA INSTITUTE OF MEDICAL SCIENCES,MANDYA INSTITUTE OF MEDICAL SCIENCES MANDYA, Karnataka, 571401","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",Open,OBC,10,Fresh Allotted in 3nd Round
2102,DU,University College of Medical Sciences,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2103,AI,Osmania Medical Collge,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
2104,AI,STANLEY MEDICAL COLLEGE,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",Reported,AI,MADRAS MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,Did not fill up fresh choices.
2105,AD,"Aster CMI Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2106,AI,MADRAS MEDICAL COLLEGE,M.D. (PSYCHIATRY),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
2107,AI,Government Medical College Kota,M.D. (GENERAL MEDICINE),Reported,AI,"Dr. Sampurnanand Medical College (SNMC), JODHPUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,No Upgradation
2108,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
2109,AI,"Grant Medical College, Maharashtra",M.S. (ORTHOPAEDICS),Reported,AI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.S. (ORTHOPAEDICS),Reported,AI,"VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BURLA,VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BURLA, Odisha, 768017",M.D. (GENERAL MEDICINE),Open,General,7,Upgraded
2110,AI,Bangalore Medical College and Research Institute,M.D. (RADIO- DIAGNOSIS),Reported,AI,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
2111,AI,"Karnataka Medical College and Research Institute, Hubballi",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
2112,-,-,-,-,-,-,-,-,AI,"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (GENERAL MEDICINE),Open,General,7,Fresh Allotted in 3nd Round
2113,-,-,-,-,AI,"Sri Venkateswara Institute of Medical Sciences (SVIMS), A State University estd. by Govt. of A.P.",M.D. (GENERAL MEDICINE),Not Reported,AI,"Dr.V.M.Govt.Medical College,Solapur, Maharasthtra,In front of district court civil chowk Dr.V.M.Govt.Medical College,Solapur, Maharasthtra, Maharashtra, 413003",M.D. (GENERAL MEDICINE),Open,General,12,Fresh Allotted in 3nd Round
2114,AI,"Govt. Medical College, Baroda",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
2115,AI,"Dr.V.M.Govt.Medical College,Solapur, Maharasthtra",M.D. (GENERAL MEDICINE),Reported,AI,"Government Medical College, Aurangabad",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,No Upgradation
