sno,rank,quota,institute,course,alloted_category,candidate_category,remarks
1761,19849,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE, Maharashtra, 400008",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
1762,19861,DNB Quota,"Narayana Hrudayalaya Hospital, (NH-Narayana Health City, Bangalore) ,#258 Bommasandra, Bangalore, Karnataka, 560099",(NBEMS) Otorhinolaryngology (E.N.T.),Open,OBC,Allotted
1763,19865,DNB Quota,"Bhagat Phool Singh Govt. Medical College for Women,KHANPUR KALAN SONEPAT, Haryana, 131305",(NBEMS-DIPLOMA) PAEDIATRICS,OBC,OBC,Allotted
1764,19867,DNB Quota,"Ganga Medical Centre and Hospital,,313 Mettupalayam Road Coimbatore 641043, Tamil Nadu, 641043",(NBEMS) ANAESTHESIOLOGY,Open,OBC,Allotted
1765,19868,DNB Quota,"Dr. Babasaheb Ambedkar Central Railway Hospital, ,Bharatratna Dr. Babasaheb Ambedkar Memorial Hospital, Central Railway, Dr. Babasaheb Ambedkar Road,, Maharashtra, 400027",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,Open,GN,Allotted
1766,19873,All India,"Govt. Medical College Akola,Govt. Medical College Akola, Maharashtra, 444001",M.S. (OPHTHALMOLOGY),OBC,OBC,Allotted
1767,19882,DNB Quota,"Anup Institute of Orthopaedics and Rehabilitation,,G 75-77, P.C. Colony Kankarbagh , Patna, Bihar, 800020",(NBEMS) ORTHOPAEDICS,Open,OBC,Allotted
1768,19886,DNB Quota,"Caritas Hospital, ,Thellakom P.O, Kerala, 686630",(NBEMS) ANAESTHESIOLOGY,Open,GN,Allotted
1769,19887,DNB Quota,"Apollo Hospital, ,APOLLO HOSPITALS BANGALORE A UNIT OF IMPERIAL HOSPITALS AND RESEARCH CENTRE LIMITED 154/11 Opp IIM B, Karnataka, 560076",(NBEMS) Otorhinolaryngology (E.N.T.),Open,GN,Allotted
1770,19888,DNB Quota,"Chaithanya Eye Hospital, ,Kesavadasapuram, Thiruvananthapuram Kerala-695004, Kerala, 695004",(NBEMS) OPHTHALMOLOGY,Open,OBC,Allotted
1771,19893,DNB Quota,"Apollo BGS Hospital,,Apollo BGS Hospitals, Adhichunchangiri Road, Kuvempunagar, Mysore, Karnataka, 570023",(NBEMS) ANAESTHESIOLOGY,Open,GN,Allotted
1772,19901,DNB Quota,"Aster CMI Hospital, ,43/2 New Airport Road, NH-7, Kodigehalli, Sahakara Nagar, Hebbal, Bengaluru, Karnataka, 560092",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1773,19905,DNB Quota,"Meenakshi Mission Hospital and Research Centre, ,Lake Area, Melur Road, Madurai, Tamil Nadu, 625107",(NBEMS) ORTHOPAEDICS,Open,EWS,Allotted
1774,19907,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
1775,19908,All India,"STANLEY MEDICAL COLLEGE,STANLEY MEDICAL COLLEGE, Tamil Nadu, 600001",M.D. (PAEDIATRICS),SC,SC,Allotted
1776,19917,DNB Quota,"Venkateshwar Hospital, ,Sector- 18 A, Dwarka, New Delhi, Delhi (NCT), 110075",(NBEMS) GENERAL SURGERY,Open,EWS,Allotted
1777,19950,DNB Quota,"The Signature Hospital,Sector-37D, Dwarka Expressway, Gurgaon, Haryana, Haryana, 122001",(NBEMS) Emergency Medicine,Open,OBC,Allotted
1778,19955,All India,"B.J.Government Medical College, Pune,B.J.Government Medical College, Pune, Maharashtra, 411001",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
1779,19956,All India,"Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR,Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR, Chhattisgarh, 492001",M.S. (OPHTHALMOLOGY),OBC,OBC,Allotted
1780,19957,DNB Quota,"Shri Lal Bahadur Shastri Government Medical College and Hospital , ,VPO- Bhangrotu, MC- Ner Chowk, District- Mandi, Himachal Pradesh, 175021",(NBEMS) GENERAL SURGERY,Open,GN,Allotted
1781,19959,All India,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office , Pithapuram Road, Kakinada, Andhra Pradesh, 533003",M.D. (ANAESTHESIOLOGY),Open,OBC,Allotted
1782,19961,DNB Quota,"Dr. Hedgewar Rugnalaya, ,Dr Hedgewar Rugnalaya Garkheda Aurangabad, Maharashtra, 431005",(NBEMS) GENERAL SURGERY,Open,EWS,Allotted
1783,19963,DNB Quota,"Dr. B. Nanavati Hospital, Vivekanand Rd,Swami Vivekananda Rd, near LIC, LIC Colony, Suresh Colony, Vile Parle West, Mumbai, Maharashtra 4000, Maharashtra, 400056",(NBEMS) Otorhinolaryngology (E.N.T.),Open,OBC,Allotted
1784,19977,DNB Quota,"G Kuppuswamy Naidu Memorial Hospital, ,Post Box No.6327, Nethaji Road, Pappanaickenpalayam, Coimbatore, Tamil Nadu, 641037",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1785,19993,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.S. (E.N.T.),SC,SC,Allotted
1786,19994,Aligarh Muslim University,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR, Uttar Pradesh, 202002",M.S. (E.N.T.),Open,GN,Allotted
1787,20002,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg, Laheriasarai, Darbhanga, Bihar, Bihar, 846003",M.S. (OPHTHALMOLOGY),OBC,OBC,Allotted
1788,20007,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",M.D. (PATHOLOGY),Open,GN,Allotted
1789,20010,DNB Quota,"Rabindranath Tagore International Institute of Cardiac Sciences, ,PREMISES NO. 1489 124 MUKUNDAPUR E M BYPASS KOLKATA-700099, West Bengal, 700099",(NBEMS) Cardio Vascular & Thoracic Surgery (Direct 6 Years Course),Open,GN,Allotted
1790,20013,DNB Quota,"Metro Heart Institute with Multispecialty, ,SECTOR 16A, Faridabad, Haryana, Haryana, 121002",(NBEMS) ORTHOPAEDICS,Open,OBC,Allotted
1791,20052,DNB Quota,"Lisie Medical Institution, ,Kochi, Kerala, Kerala, 682018",(NBEMS) ANAESTHESIOLOGY,Open,OBC,Allotted
1792,20079,All India,"Rajendra Institute of Medical Sciences, Ranchi,Rajendra Institute of Medical Sciences, Ranchi, Jharkhand, 834009",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1793,20082,All India,"College of Medicine & Sagore Dutta Hospital,College of Medicine & Sagore Dutta Hospital, West Bengal, 700058",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1794,20084,DNB Quota,"Apollo Hospital International, ,Plot 1A, GIDC Estate, Bhat Gandhinagar, Gujarat, 382428",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1795,20089,DNB Quota,"Lilavati Hospital and Research Centre, ,Lilavati Hospital And Research Centre A-791, Bandra Reclamation, Bandra - West, Mumbai, Maharashtra, 400050",(NBEMS) ORTHOPAEDICS,Open,OBC,Allotted
1796,20124,DNB Quota,"Little Flower Hospital and Research Centre,,Post Box 23, Angamaly, Ernakulam, Kerala, Kerala, 683572",(NBEMS) ORTHOPAEDICS,Open,OBC,Allotted
1797,20125,DNB Quota,"Kokilaben Dhirubhai Ambani Hospital and Medical Research Institute,,Achyutrao Patwardhan Marg Andheri West Mumbai Maharashtra, Maharashtra, 400053",(NBEMS) ANAESTHESIOLOGY,Open,GN,Allotted
1798,20137,DNB Quota,"Government Multi Specialty Hospital, ,Director Health and Family Welfare Govt. Multi Speciality Hospital Sector 16 Chandigarh, Chandigarh, 160016",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,Open,GN,Allotted
1799,20142,DNB Quota,"Manipal Hospital, ,#98, Rustom Bagh, HAL Airport Road, Bengaluru, Karnataka, 560017",(NBEMS) ANAESTHESIOLOGY,Open,GN,Allotted
1800,20144,DNB Quota,"APOLLO SPECTRA HOSPITALS ,H. No. 1-7-70 to 73, Mashallah Building, Paradise Circle, S. D Road, Secunderabad, Telangana, 500003",(NBEMS-DIPLOMA) PAEDIATRICS,Open,OBC,Allotted
1801,20153,All India,"Rajendra Institute of Medical Sciences, Ranchi,Rajendra Institute of Medical Sciences, Ranchi, Jharkhand, 834009",M.D. (PATHOLOGY),Open,OBC,Allotted
1802,20157,All India,"GUNTUR MEDICAL COLLEGE,GUNTUR MEDICAL COLLEGE, Andhra Pradesh, 522004",M.D. (ANAESTHESIOLOGY),Open,OBC,Allotted
1803,20171,DNB Quota,"KIMS Hospital , ,KIMS Hospitals, 69/213-k-9, Joharapuram Road, Joharapuram, Kurnool, Andhra Pradesh, 518002",(NBEMS-DIPLOMA) PAEDIATRICS,Open,OBC,Allotted
1804,20174,DNB Quota,"Dr. Hedgewar Rugnalaya, ,Dr Hedgewar Rugnalaya Garkheda Aurangabad, Maharashtra, 431005",(NBEMS) GENERAL SURGERY,Open,EWS,Allotted
1805,20206,IP University Quota,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1806,20207,IP University Quota,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (OPHTHALMOLOGY),Open,GN,Allotted
1807,20229,DNB Quota,"Apollo Hospital, ,LOTUS TOWER, G S ROAD, GUWAHATI, Assam, 781005",(NBEMS) Emergency Medicine,Open,GN,Allotted
1808,20231,All India,"GOVERNMENT DHARMAPURI MEDICAL COLLEGE, DHARMAPURI, TAMIL NADU,GOVERNMENT DHARMAPURI MEDICAL COLLEGE, NETHAJI BYE PASS ROAD, DHARMAPURI, TAMIL NADU, Tamil Nadu, 636701",M.S. (OPHTHALMOLOGY),Open,OBC,Allotted
1809,20252,All India,"Assam Medical College,Assam Medical College, Assam, 786002",M.S. (OPHTHALMOLOGY),Open,GN,Allotted
1810,20254,DNB Quota,"Lotus Eye Hospital, ,Lotus Eye Hospital and Institute Civil Aerodrome Post Avinashi Road Coimbatore, Tamil Nadu, 641014",(NBEMS) OPHTHALMOLOGY,Open,GN,Allotted
1811,20276,All India,"IPGME&R and SSKM Hospital Kolkata,IPGME&R and SSKM Hospital Kolkata, West Bengal, 700020",M.D. (Radiotherapy/ Radiation Oncology),Open,GN,Allotted
1812,20282,DNB Quota,"Aravind Eye Hospital and Postgraduate Institute of Ophthalmology, ,371, Periyakulam Road, Theni, Tamil Nadu, 625531",(NBEMS) OPHTHALMOLOGY,Open,OBC,Allotted
1813,20283,DNB Quota,"K.G. Hospital and PG Medical Institute ,,No:5, Arts College Road, Coimbatore - 641018, Tamil Nadu, 641018",(NBEMS) GENERAL SURGERY,Open,EWS,Allotted
1814,20284,DNB Quota,"General Hospital, ,4th T Block, Beside Rajiv Gandhi University of Health Sciences Jayanagar,, Karnataka, 560041",(NBEMS) Obstetrics and Gynaecology,EWS,EWS,Allotted
1815,20294,DNB Quota,"Aadhar Health Institute, (A UNIT OF VLCOM HEALTHCARE P LTD.) ,Aadhar Health Institute, A UNIT OF VLCOM HEALTHCARE P LTD. Tosham Road, Hisar, Haryana- 125001, Haryana, 125001",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1816,20295,All India,"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (GENERAL MEDICINE),SC,SC,Allotted
1817,20307,DNB Quota,"Deenanath Mangeshkar Hospital and Research Centre.,,8 13 2 Erandawane near Mhatre Bridge, Maharashtra, 411004",(NBEMS) OPHTHALMOLOGY,Open,EWS,Allotted
1818,20334,All India,"Baba Raghav Das Medical College,Baba Raghav Das Medical College, Uttar Pradesh, 273013",M.S. (E.N.T.),OBC,OBC,Allotted
1819,20353,All India,"Maharaja Krushna Chandra Gajapati Medical College , Brahmapur,Maharaja Krushna Chandra Gajapati Medical College , Brahmapur, Odisha, 760004",M.S. (OPHTHALMOLOGY),OBC,OBC,Allotted
1820,20380,All India,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla, Himachal Pradesh, 171001",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1821,20412,DNB Quota,"Dr. Radhakrishnan Govt. Medical College , ,Dr. Radhakrishnan Govt. Medical College Hamirpur HP, Himachal Pradesh, 177001",(NBEMS) GENERAL SURGERY,EWS,EWS,Allotted
1822,20419,DNB Quota,"Shri Vinoba Bhave Civil Hospital,,S R Delkar Marg, Saily Road, Silvassa, Dadra And Nagar Haveli, 396230",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1823,20425,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR, Uttar Pradesh, 202002",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
1824,20443,DNB Quota,"Daya General Hospital,Daya General Hospital Limited Shornur Road NEar Viyyur bridge Thiruvambady PO Thrissur, Kerala, 680022",(NBEMS) ANAESTHESIOLOGY,Open,OBC,Allotted
1825,20445,DNB Quota,"Ramkrishna Care Hospital, ,AUROBINDO ENCLAVE, PACHPEDI NAKA,DAHAMTARI ROAD, RAIPUR, Chhattisgarh, 492001",(NBEMS) ORTHOPAEDICS,Open,OBC,Allotted
1826,20448,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
1827,20449,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",M.D. (ANAESTHESIOLOGY),EWS,EWS,Allotted
1828,20460,DNB Quota,"K.G. Hospital and PG Medical Institute ,,No:5, Arts College Road, Coimbatore - 641018, Tamil Nadu, 641018",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1829,20473,DNB Quota,"Apollo Hospital, ,LOTUS TOWER, G S ROAD, GUWAHATI, Assam, 781005",(NBEMS) Emergency Medicine,Open,OBC,Allotted
1830,20481,All India,"SHIMOGA INSTITUTE OF MEDICAL SCIENCES,SHIMOGA INSTITUTE OF MEDICAL SCIENCES, Karnataka, 577201",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1831,20498,DNB Quota,"Dr. Agarwal`s Eye Hospital and Research Centre, ,222, TTK Road, Alwarpet, Chennai, Tamil Nadu, 600018",(NBEMS) OPHTHALMOLOGY,Open,OBC,Allotted
1832,20500,DNB Quota,"Mahatme Eye Bank and Eye Hospital, ,2163-C, Chintaman Nagar, Near Rajiv Nagar, Somalwada,, Maharashtra, 440025",(NBEMS) OPHTHALMOLOGY,Open,GN,Allotted
1833,20503,DNB Quota,"Daga Memorial Women Government Hospital Nagpur, ,Ganjakhet gandhibagh nagpur, Maharashtra, 440008",(NBEMS-DIPLOMA) PAEDIATRICS,Open,GN,Allotted
1834,20504,All India,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (PSYCHIATRY),OBC,OBC,Allotted
1835,20510,DNB Quota,"Medanta The Medicity, ,Medanta The Medicity Sector 38 Gurgoan, Haryana, 122001",(NBEMS) ORTHOPAEDICS,Open,OBC,Allotted
1836,20516,DNB Quota,"District Hospital, ,OFFICE OF SUPERINTENDENT 9TH FLOOR SSH PO JALPAIGURI, West Bengal, 735101",(NBEMS) GENERAL SURGERY,EWS,EWS,Allotted
1837,20524,DNB Quota,"General Hospital, ,SECTOR-6, PANCHKULA, HARYANA-134108, Haryana, 134108",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,Open,GN,Allotted
1838,20528,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JAIPUR, Rajasthan, 302004",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,Open,OBC,Allotted
1839,20530,All India,"Guru Gobind Singh Medical College,Guru Gobind Singh Medical College, Punjab, 151203",M.S. (E.N.T.),OBC,OBC,Allotted
1840,20547,DNB Quota,"Yashoda Super Speciality Hospital, ,Nalgonda X Roads, Malakpet, Hyderabad, Telangana, 500036",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,Open,EWS,Allotted
1841,20549,DNB Quota,"Narayana Multispecialty Hospital, ,mala.airun.dr@narayanahealth.org hemlata.sharma@narayanahealth.org, Rajasthan, 302033",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1842,20572,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (ANAESTHESIOLOGY),EWS,EWS,Allotted
1843,20574,All India,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGE GWALIOR, Madhya Pradesh, 474009",M.S. (E.N.T.),OBC,OBC,Allotted
1844,20580,DNB Quota,"Jehangir Hospital, ,32 Sasoon Road Pune, Maharashtra, 411001",(NBEMS) ORTHOPAEDICS,Open,GN,Allotted
1845,20585,All India,"Andhra Medical College,Andhra Medical College, Andhra Pradesh, 530002",M.D. (FORENSIC MEDICINE),OBC,OBC,Allotted
1846,20587,All India,"PATNA MEDICAL COLLEGE, PATNA,PATNA MEDICAL COLLEGE, PATNA, Bihar, 800004",M.D. (ANAESTHESIOLOGY),Open,OBC,Allotted
1847,20588,All India,"Government medical college patiala.,Government medical college patiala., Punjab, 147001",M.D. (GENERAL MEDICINE),SC,SC,Allotted
1848,20589,DNB Quota,"Ramkrishna Care Hospital, ,AUROBINDO ENCLAVE, PACHPEDI NAKA,DAHAMTARI ROAD, RAIPUR, Chhattisgarh, 492001",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1849,20595,All India,"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1850,20605,All India,"Mahatma Gandhi Memorial Medical College, Indore,Mahatma Gandhi Memorial Medical College, Indore, Madhya Pradesh, 452001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),SC,SC,Allotted
1851,20607,Managemen t/Paid Seats Quota,"SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR,SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR, Karnataka, 572107",M.D. (PAEDIATRICS),Open,EWS,Allotted
1852,20629,All India,"MEDICAL COLLEGE, KOLKATA,MEDICAL COLLEGE, KOLKATA, West Bengal, 700073",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
1853,20631,All India,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla, Himachal Pradesh, 171001",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1854,20634,Managemen t/Paid Seats Quota,"Pravara Rural Medical College, Loni,Pravara Rural Medical College, Loni, Maharashtra, 413736",M.D. (PAEDIATRICS),Open,OBC,Allotted
1855,20639,DNB Quota,"Vivekanandha Medical Care Hospital , ,Sf. No. 20-1 Elayampalayam village, Tiruchengode taluk Namakkal, Tamil Nadu, 637205",(NBEMS) Emergency Medicine,Open,GN,Allotted
1856,20649,DNB Quota,"Kokilaben Dhirubhai Ambani Hospital and Medical Research Institute,,Achyutrao Patwardhan Marg Andheri West Mumbai Maharashtra, Maharashtra, 400053",(NBEMS) ANAESTHESIOLOGY,Open,GN,Allotted
1857,20650,All India,"Government Medical College, Nizamabad, Telangana State,Government Medical College, Nizamabad, Telangana State, Telangana, 503001",M.S. (E.N.T.),Open,GN,Allotted
1858,20659,All India,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (GENERAL MEDICINE),SC,SC,Allotted
1859,20661,All India,"M. P. SHAH GOVERNMENT MEDICAL COLLEGE,M. P. SHAH GOVERNMENT MEDICAL COLLEGE, Gujarat, 361008",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1860,20664,All India,"Gandhi Medical College, Bhopal,Gandhi Medical College, Bhopal, Madhya Pradesh, 462001",M.D. (PAEDIATRICS),SC,SC,Allotted
1861,20670,All India,"Guru Gobind Singh Medical College,Guru Gobind Singh Medical College, Punjab, 151203",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
1862,20671,DNB Quota,"Kamalnayan Bajaj Hospital (Marathwada Medical and Research Institutes), ,Kamalnayan Bajaj Hospital, Gut no. 43, Satara Parisar, Beed bypass road, Auranagabad., Maharashtra, 431010",(NBEMS) GENERAL SURGERY,Open,GN,Allotted
1863,20694,Non- Resident Indian,"DR. D. Y. PATIL MEDICAL COLLEGE, PUNE,DR. D. Y. PATIL MEDICAL COLLEGE, PUNE, Maharashtra, 411018","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
1864,20711,DNB Quota,"Narayana Hrudayalaya Hospital, (NH-Narayana Health City, Bangalore) ,#258 Bommasandra, Bangalore, Karnataka, 560099",(NBEMS) ANAESTHESIOLOGY,Open,OBC,Allotted
1865,20715,DNB Quota,"Vivekananda Polyclinic and Institute of Medical Sciences, ,Vivekananda Polyclinic and Institute of Medical Sciences, Vivekananda Puram, Lucknow, Uttar Pradesh, 226007",(NBEMS) Emergency Medicine,Open,GN,Allotted
1866,20720,DNB Quota,"K C General Hospital, ,No. 89, 5th Cross, Malleshwaram, Bangalore, Karnataka, 560003",(NBEMS-DIPLOMA) PAEDIATRICS,Open,OBC,Allotted
1867,20729,DNB Quota,"Andhra Hospital (Vijayawada), ,CVR Complex, Governorpet, Vijayawada-520002, Krishna District, Andhra Pradesh, 520002",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1868,20734,DNB Quota,"Sikkim-Manipal Institute of Medical Sciences, ,5TH MILE , TADONG , GANGTOK, Sikkim, 737102",(NBEMS) GENERAL SURGERY,Open,GN,Allotted
1869,20735,DNB Quota,"Little Flower Hospital and Research Centre,,Post Box 23, Angamaly, Ernakulam, Kerala, Kerala, 683572",(NBEMS) ORTHOPAEDICS,Open,GN,Allotted
1870,20736,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (Radiotherapy/ Radiation Oncology),OBC,OBC,Allotted
1871,20740,DNB Quota,"Devadoss Multi Speciality Hospital, ,,DOOR NO 75/1, SURVEYOR COLONY, ALAGAR KOVIL MAIN ROAD, MADURAI, Tamil Nadu, 625007",(NBEMS) ORTHOPAEDICS,Open,OBC,Allotted
1872,20744,All India,"KURNOOL MEDICAL COLLEGE,KURNOOL MEDICAL COLLEGE, Andhra Pradesh, 518002",M.S. (E.N.T.),Open,GN,Allotted
1873,20746,DNB Quota,"Surya Mother and Child Care Jaipur Pvt Ltd., ,B-7, Sawai Ram SIngh Road, Opp SMS Hospital, Jaipur, Rajasthan, 302001",(NBEMS-DIPLOMA) PAEDIATRICS,Open,OBC,Allotted
1874,20750,DNB Quota,"Balaji Institute of Surgery, Research and Rehabilitation for the Disabled Hospital (BIRRD), ,BIRRD Trust Hospital, SVIMS Campus, T.T. Devasthanams, Tirupati, Andhra Pradesh, 517501",(NBEMS) ORTHOPAEDICS,Open,OBC,Allotted
1875,20764,DNB Quota,"GMERS Medical College and General Hospital , ,Hadiyol-Gadhoda Road, Near- Government Polytechnic, Hiimmatnagar, Gujarat, 383001",(NBEMS-DIPLOMA) RADIO-DIAGNOSIS,SC,SC,Allotted
1876,20771,All India,"Government Medical College, Surat,Government Medical College, Majuragate, Surat., Gujarat, 395001",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
1877,20796,All India,"SHYAM SHAH MEDICAL COLLEGE,deanmcrewa@rediffmail.com, Madhya Pradesh, 486001",M.S. (OPHTHALMOLOGY),OBC,OBC,Allotted
1878,20799,DNB Quota,"Apollo Hospital,,DNB office, 3rd Floor Opp Library Apollo Hospitals, Jubilee Hills, Hyderabad, Telangana, 500033",(NBEMS) Plastic & Reconstructive Surgery (Direct 6 Years Course),Open,GN,Allotted
1879,20815,DNB Quota,"Max Super Specialty Hospital, A Unit of Hometrail Buildtech Pvt Ltd. ,Near Civil Hospital, Phase-6, Mohali, Punjab-160055, Punjab, 160055",(NBEMS) ORTHOPAEDICS,Open,EWS,Allotted
1880,20817,All India,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGE GWALIOR, Madhya Pradesh, 474009",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1881,20819,DNB Quota,"Government Medical College, ,Administrative Department, Government Medical College, Karan Nagar, Srinagar, Jammu And Kashmir, 190010",(NBEMS) Emergency Medicine,Open,GN,Allotted
1882,20821,DNB Quota,"Dr. B L Kapur Memorial Hospital,Pusa Road New Delhi, Delhi (NCT), 110005",(NBEMS) Cardio Vascular & Thoracic Surgery (Direct 6 Years Course),Open,EWS,Allotted
1883,20823,DNB Quota,"ESIC Model Hospital, ,A-3, TULSI MARG, SECTOR-24, NOIDA, Uttar Pradesh, 201301",(NBEMS) GENERAL SURGERY,OBC,OBC,Allotted
1884,20830,DNB Quota,"General Hospital , ,GENERAL HOSPITAL MORBI, GANDHI CHOKE NEAR TOWN HALL MORBI, Gujarat, 363641",(NBEMS-DIPLOMA) PAEDIATRICS,Open,EWS,Allotted
1885,20842,DNB Quota,"Apollo Specialty Hospital, ,Lake View Road, KK. Nagar, Madurai -625020, Tamil Nadu, 625020",(NBEMS) GENERAL SURGERY,Open,OBC,Allotted
1886,20844,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JAIPUR, Rajasthan, 302004",M.D. (ANAESTHESIOLOGY),EWS,EWS,Allotted
1887,20858,DNB Quota,"J.L.N. Main Hospital and Research Centre, ,Bhilai Steel Plant Sector-9, Bhilai, C.G., Chhattisgarh, 490009",(NBEMS) OPHTHALMOLOGY,Open,GN,Allotted
1888,20874,All India,"Agartala Government Medical College,Agartala Government Medical College, Tripura, 799006",M.S. (OPHTHALMOLOGY),Open,GN,Allotted
1889,20878,All India,"NIL RATAN SIRCAR MEDICAL COLLEGE,NIL RATAN SIRCAR MEDICAL COLLEGE, 138 AJC BOSE ROAD, KOLKATA-700014., West Bengal, 700014",M.S. (OPHTHALMOLOGY),OBC,OBC,Allotted
1890,20883,All India,"Gauhati Medical College, Guwahati,Gauhati Medical College, Guwahati, Assam, 781032",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
1891,20890,DNB Quota,"Kerala Institute of Medical Sciences, ,PB NO.1, ANAYARA PO, TRIVANDRUM, Kerala, 695024",(NBEMS) ANAESTHESIOLOGY,Open,GN,Allotted
1892,20907,DNB Quota,"Balaji Institute of Surgery, Research and Rehabilitation for the Disabled Hospital (BIRRD), ,BIRRD Trust Hospital, SVIMS Campus, T.T. Devasthanams, Tirupati, Andhra Pradesh, 517501",(NBEMS) ORTHOPAEDICS,Open,OBC,Allotted
